"word","speaker","condition","snd1Bgn","snd2Bgn","snd3Bgn","snd3Fin","snd1","snd2","snd3","file","h1","h1Int","h2","h2Int","a1","a1Int","a2","a2Int","f3","f3Int","wordType","snd1IntOrig","snd2IntOrig","snd3IntOrig","snd23IntOrig","snd2IntNorm","snd3IntNorm","snd23IntNorm","a1h1Int","a2h1Int","h2h1Int","conditionNorm","conditionNorm2","snd1BgnNorm","snd2BgnNorm","snd3BgnNorm","snd3FinNorm","plsMax","plsSD","plsMaxPoint","plsMaxPointNorm","plsMaxNorm","lDur","meanlIntvl"
"w_ulˀ^o_nd","M75","Free narrative",-0.0661999999999949,0,0.0975999999999999,0.207300000000004,"u","lˀ","^o","82__M75_free_narr",172,27,345,39,345,39,1034,15,1593,2,"lˀ",73.7933,70.2284,75.8917,73.2265,63.8923,69.5567,67.3347,12,-12,12,"Free narrative","lˀ, Free narrative",-0.678278688524539,0,1,2.1239754098361,0.00839999999999463,0.000552999699887666,0.0327000000000055,0.335040983606614,0.0860655737704369,0.0975999999999999,0.00614649122806991
"wohud_ul^o_jd","M75","Free narrative",-0.0435999999999979,0,0.0619000000000085,0.0962999999999994,"u","l","^o","82__M75_free_narr",132,33,264,43,431,44,1034,28,2369,4,"l",77.4431,77.4246,78.1618,77.6878,68.9755,69.7115,66.526,11,-5,10,"Free narrative","l, Free narrative",-0.704361873990176,0,1,1.55573505654259,0.00710000000000832,0.000139757517660734,0.0886500000000012,1.43214862681727,0.114701130856338,0.0619000000000085,0.00614649122806991
"ž^id_ulo_","M75","Free narrative",-0.0529000000000082,0,0.0604999999999905,0.0949999999999989,"u","l","o","82__M75_free_narr",164,39,328,45,301,45,1034,30,1809,12,"l",77.2239,75.7839,75.9201,75.8334,69.4526,69.5852,68.9133,6,-9,6,"Free narrative","l, Free narrative",-0.874380165289529,0,1,1.57024793388453,0.00709999999999411,0.000185677652063953,0.0874499999999969,1.44545454545472,0.117355371900748,0.0604999999999905,0.00614649122806991
"butur_ul^u_r","M75","Free narrative",-0.0326000000000022,0,0.0387999999999806,0.0908999999999764,"u","l","^u","82__M75_free_narr",172,36,345,45,388,45,732,31,1809,3,"l",76.2803,76.7378,79.6472,78.4059,66.923,69.8335,61.7587,9,-5,9,"Free narrative","l, Free narrative",-0.840206185567486,0,1,2.3427835051552,0.00550000000001205,4.62910049892872e-05,-0.0259500000000088,-0.668814432990251,0.141752577319969,0.0387999999999806,0.00614649122806991
"w_olˀ^o_nd","M75","Free narrative",-0.06280000000001,0,0.0769999999999982,0.150899999999979,"o","lˀ","^o","82__M75_free_narr",129,25,258,38,345,41,1077,21,2196,0.08,"lˀ",77.9342,72.5693,75.8921,74.1959,67.0074,70.3299,69.3039,16,-4,13,"Free narrative","lˀ, Free narrative",-0.815584415584564,0,1,1.95974025974003,0.0136000000000251,0.0013676317730586,0.0231999999999886,0.30129870129856,0.176623376623707,0.0769999999999982,0.00614649122806991
"č^ek'_alo_","M75","Free narrative",-0.0485000000000184,0,0.0635999999999797,0.128299999999996,"a","l","o","82__M75_free_narr",172,32,345,46,388,45,1034,33,2024,12,"l",76.8744,77.0553,76.3174,76.683,71.0618,70.3248,68.3656,13,1,14,"Free narrative","l, Free narrative",-0.762578616352735,0,1,2.01729559748486,0.0190000000000055,0.002719199542854,-0.0246999999999957,-0.388364779874271,0.298742138364961,0.0635999999999797,0.00614649122806991
"w_^olˀo_n","M75","Free narrative",-0.0537999999999954,0,0.0700999999999965,0.148200000000003,"^o","lˀ","o","82__M75_free_narr",172,28,345,39,345,39,947,25,2024,-4,"lˀ",77.006,73.6931,75.6327,74.7142,68.3567,70.2964,69.0816,11,-3,11,"Free narrative","lˀ, Free narrative",-0.767475035663311,0,1,2.11412268188317,0.00590000000002533,0.000139506934860996,-0.0350499999999982,-0.5,0.0841654778890959,0.0700999999999965,0.00614649122806991
"b_il^o_č’ukːu","M75","Free narrative",-0.0421999999999798,0,0.044700000000006,0.123800000000017,"i","l","^o","82__M75_free_narr",172,34,345,46,345,46,1206,20,2024,7,"l",79.8175,77.8952,77.9192,77.9105,69.5768,69.6001,66.9913,12,-14,12,"Free narrative","l, Free narrative",-0.944071588366313,0,1,2.7695749440716,0.00600000000000023,8.62965233781076e-05,0.0103000000000151,0.230425055928718,0.13422818791945,0.044700000000006,0.00614649122806991
"b_il^o_ɬol","M75","Free narrative",-0.058400000000006,0,0.0369000000000028,0.0966999999999985,"i","l","^o","82__M75_free_narr",172,38,345,46,301,46,1163,21,1809,12,"l",78.9525,78.0565,78.0225,78.0355,69.8406,69.8049,67.013,8,-17,8,"Free narrative","l, Free narrative",-1.58265582655831,0,1,2.62059620596182,0.00629999999998176,0.000128711563839627,0.0906499999999966,2.45663956639538,0.170731707316566,0.0369000000000028,0.00614649122806991
"sor_^ulo_","M75","Free narrative",-0.066599999999994,0,0.0826999999999884,0.138300000000015,"^u","l","o","82__M75_free_narr",172,35,345,46,345,46,904,31,1981,-0.6,"l",77.3219,76.609,78.7123,77.4552,67.4332,69.5352,65.743,11,-4,11,"Free narrative","l, Free narrative",-0.805320435308383,0,1,1.67230955260018,0.00610000000000355,0.000218853433595584,0.129050000000007,1.56045949214056,0.0737605804111777,0.0826999999999884,0.00614649122806991
"aχir_ulˀ^a_","M75","Free narrative",-0.066900000000004,0,0.127299999999991,0.230400000000003,"u","lˀ","^a","82__M75_free_narr",128,31,255,30,301,30,1034,23,2067,-3,"lˀ",77.2024,72.3087,76.7776,74.3079,65.3571,69.8261,66.5302,-1,-8,-1,"Free narrative","lˀ, Free narrative",-0.525530243519314,0,1,1.80989787902607,0.0138000000000034,0.00181199094504907,0.0437000000000012,0.343283582089586,0.108405341712524,0.127299999999991,0.00614649122806991
"h_^ilˀo_","M75","Free narrative",-0.0499999999999829,0,0.0760000000000218,0.136300000000006,"^i","lˀ","o","82__M75_free_narr",172,18,345,44,345,44,1421,17,2024,5,"lˀ",77.2684,74.966,78.1046,76.3549,66.403,69.5426,66.2503,26,-1,26,"Free narrative","lˀ, Free narrative",-0.657894736841692,0,1,1.79342105263114,0.010799999999989,0.0011084329731238,0.0682000000000045,0.897368421052433,0.14210526315771,0.0760000000000218,0.00614649122806991
"s^ebg_ulo_","M75","Free narrative",-0.0321999999999889,0,0.0764000000000067,0.133399999999995,"u","l","o","82__M75_free_narr",171,40,343,45,301,47,904,28,2024,12,"l",77.8072,78.0683,77.8659,77.9818,70.4965,70.2922,68.1159,7,-12,5,"Free narrative","l, Free narrative",-0.421465968586205,0,1,1.7460732984291,0.00679999999999836,0.000160934769395768,0.128399999999999,1.68062827225115,0.089005235602065,0.0764000000000067,0.00614649122806991
"w_ulˀ^o_ndlo","M75","Free narrative",-0.0640000000000214,0,0.0819000000000187,0.155199999999979,"u","lˀ","^o","82__M75_free_narr",172,28,345,46,345,46,947,29,1766,5,"lˀ",74.3714,76.727,75.8381,76.307,70.8379,69.9508,69.4688,18,1,18,"Free narrative","lˀ, Free narrative",-0.781440781440864,0,1,1.89499389499321,0.00659999999999172,0.000163653692884461,0.144500000000022,1.76434676434663,0.0805860805859611,0.0819000000000187,0.00614649122806991
"d^arʁ_ilˀo_","M75","Free narrative",-0.0602999999999838,0,0.144800000000032,0.233600000000024,"i","lˀ","o","82__M75_free_narr",129,29,258,26,431,35,1550,4,2024,-3,"lˀ",77.5591,69.2347,75.1919,71.5008,63.8713,69.8328,69.3089,6,-25,-3,"Free narrative","lˀ, Free narrative",-0.416436464088194,0,1,1.6132596685081,0.00860000000000127,0.000507324401917387,0.080600000000004,0.556629834254048,0.0593922651933658,0.144800000000032,0.00614649122806991
"d^arʁ_ilˀa_","M75","Free narrative",-0.0845999999999663,0,0.0928000000000111,0.16640000000001,"i","lˀ","a","82__M75_free_narr",172,31,345,37,345,37,1163,14,2024,3,"lˀ",76.1872,70.3904,76.7421,73.1994,63.9632,70.3169,68.4573,6,-17,6,"Free narrative","lˀ, Free narrative",-0.91163793103401,0,1,1.79310344827576,0.00759999999996808,0.000517086113503959,0.0700000000000216,0.754310344827729,0.0818965517237841,0.0928000000000111,0.00614649122806991
"w_^ulˀo_n","M75","Free narrative",-0.0277999999999565,0,0.0629000000000133,0.141800000000046,"^u","lˀ","o","82__M75_free_narr",170,36,339,41,301,43,947,33,1637,14,"lˀ",73.1433,76.9588,74.8707,75.7965,71.8215,69.738,69.9258,7,-3,5,"Free narrative","lˀ, Free narrative",-0.441971383147069,0,1,2.25437201907816,0.00699999999994816,0.000194764815435992,0.122900000000016,1.95389507154197,0.111287758345734,0.0629000000000133,0.00614649122806991
"kl^as_ilˀo_","M75","Free narrative",-0.0305999999999926,0,0.109499999999969,0.194999999999993,"i","lˀ","o","82__M75_free_narr",86,17,172,2,301,32,904,5,1852,-4,"lˀ",74.9083,70.6045,77.5426,73.647,62.6549,69.5974,65.1044,15,-12,-15,"Free narrative","lˀ, Free narrative",-0.279452054794533,0,1,1.78082191780867,0.0131000000000085,0.00222829314107583,0.0791499999999701,0.722831050228244,0.119634703196459,0.109499999999969,0.00614649122806991
"w_^ulˀo_nd","M75","Free narrative",-0.0323000000000206,0,0.0625999999999749,0.144599999999969,"^u","lˀ","o","82__M75_free_narr",172,31,345,41,301,41,947,28,1680,10,"lˀ",75.8869,74.5566,76.015,75.3834,69.0258,70.487,68.3685,10,-3,10,"Free narrative","lˀ, Free narrative",-0.515974440895105,0,1,2.30990415335506,0.00650000000001683,0.00015833895626286,0.0192499999999711,0.307507987220109,0.103833865815007,0.0625999999999749,0.00614649122806991
"d^arʁ_ilˀa__2","M75","Free narrative",-0.0965999999999667,0,0.0901000000000067,0.131700000000023,"i","lˀ","a","82__M75_free_narr",172,36,345,45,345,45,1163,15,1895,-2,"lˀ",78.1803,74.6245,77.4874,75.5302,67.3217,70.1888,66.0428,9,-21,9,"Free narrative","lˀ, Free narrative",-1.07214206437247,0,1,1.46170921198683,0.00639999999998508,0.000285146764135168,0.120600000000024,1.33851276359618,0.0710321864593186,0.0901000000000067,0.00614649122806991
"k_ala_sl^ojd","M75","Free narrative",-0.0397000000000389,0,0.0441999999999894,0.101900000000001,"a_left","l","a_right","82__M75_free_narr",135,33,270,38,431,45,1034,28,3273,5,"l",76.7341,76.6408,77.3869,77.0632,68.8349,69.5804,66.6763,12,-5,5,"Free narrative","l, Free narrative",-0.898190045249966,0,1,2.30542986425396,0.007000000000005,0.00016475089421308,-0.0347000000000151,-0.785067873303697,0.158371040724133,0.0441999999999894,0.00614649122806991
"h_^ilˀa_","M75","Free narrative",-0.0581999999999994,0,0.0953999999999997,0.1693,"^i","lˀ","a","84__M75_free_narr",215,33,431,37,388,37,1637,9,2713,12,"lˀ",78.0455,73.2777,77.2336,75.0046,66.3063,70.2571,65.771,4,-24,4,"Free narrative","lˀ, Free narrative",-0.610062893081756,0,1,1.77463312368973,0.00549999999999962,0.000187983411534655,0.16255,1.70387840670861,0.0576519916142519,0.0953999999999997,0.00614649122806991
"h_^ilˀo__2","M75","Free narrative",-0.0695999999999994,0,0.0684000000000005,0.1999,"^i","lˀ","o","84__M75_free_narr",172,36,345,46,345,46,1206,4,2283,2,"lˀ",78.6891,76.7408,75.5676,75.9692,71.0689,69.8949,67.4016,10,-32,10,"Free narrative","lˀ, Free narrative",-1.01754385964911,0,1,2.92251461988301,0.00600000000000023,0.000165694132227293,-0.0617000000000001,-0.902046783625726,0.0877192982456168,0.0684000000000005,0.00614649122806991
"haq’iq’at_ilˀa_","M75","Free narrative",-0.0413000000000032,0,0.100999999999999,0.121199999999998,"i","lˀ","a","84__M75_free_narr",172,33,345,40,301,40,1464,12,2627,3,"lˀ",77.9006,70.9093,76.1624,71.7845,64.6647,69.9076,67.6221,7,-21,7,"Free narrative","lˀ, Free narrative",-0.408910891089145,0,1,1.19999999999999,0.00750000000000028,0.000544058820349743,0.0996499999999969,0.986633663366315,0.0742574257425777,0.100999999999999,0.00614649122806991
"h_^ilˀa__2","M75","Free narrative",-0.0502000000000002,0,0.0705999999999989,0.146699999999999,"^i","lˀ","a","84__M75_free_narr",172,36,345,50,345,50,1464,15,2799,7,"lˀ",76.6002,78.664,77.4441,78.0309,71.6343,70.4203,67.5868,14,-21,14,"Free narrative","lˀ, Free narrative",-0.711048158640241,0,1,2.07790368271957,0.00670000000000215,0.000232795078099049,-0.0461500000000008,-0.653682719546764,0.0949008498583889,0.0705999999999989,0.00614649122806991
"_al^a_matol","M75","Free narrative",-0.105200000000004,0,0.073599999999999,0.1295,"a","l","^a","84__M75_free_narr",172,36,345,43,474,42,904,19,2972,4,"l",76.647,76.1742,76.6596,76.3838,69.1245,69.6074,65.7242,6,-17,7,"Free narrative","l, Free narrative",-1.42934782608702,0,1,1.75951086956524,0.00650000000000261,0.000327402187213592,-0.0897500000000022,-1.21942934782613,0.0883152173913411,0.073599999999999,0.00614649122806991
"h_ilˀ^a_sːi","M75","Free narrative",-0.0811999999999955,0,0.0619000000000014,0.125800000000005,"i","lˀ","^a","84__M75_free_narr",129,40,258,40,258,40,1077,16,2713,0.4,"lˀ",77.1701,73.2011,76.9061,75.081,65.8842,69.5893,66.1749,0,-24,0,"Free narrative","lˀ, Free narrative",-1.31179321486258,0,1,2.03231017770602,0.0075999999999965,0.000175043977584333,0.120800000000003,1.95153473344103,0.122778675282655,0.0619000000000014,0.00614649122806991
"inn^ag_ulo_","M75","Free narrative",-0.0539000000000129,0,0.0673999999999921,0.168700000000001,"u","l","o","84__M75_free_narr",172,34,345,47,345,47,947,28,2972,-5,"l",77.804,76.6638,76.1034,76.3273,70.7254,70.1661,66.2239,13,-6,13,"Free narrative","l, Free narrative",-0.799703264095241,0,1,2.50296735905075,0.00710000000000832,0.000355461588890488,0.164249999999996,2.43694362017826,0.105341246290937,0.0673999999999921,0.00614649122806991
"q'_^ali_","F30","1",-0.1187,0,0.1342,0.2609,"^a","l","i","F30_ind_wrd__carr_phr",188,33,375,35,375,35,1969,6,3188,-2,"l",68.2687,66.6702,67.9254,67.2795,68.9375,70.1975,64.3541,2,-27,2,"Individual words","l, Individual words",-0.884500745156484,0,1,1.9441132637854,0.00590000000000002,0.000175077622536535,0.0223500000000001,0.166542473919524,0.0439642324888228,0.1342,0.00563582089552241
"q'_^ali_","F30","2",-0.1332,0,0.1318,0.269,"^a","l","i","F30_ind_wrd__carr_phr",188,25,375,28,328,28,1875,-0.9,3094,-6,"l",68.0423,60.9005,67.3719,64.2013,63.0952,69.5679,64.8294,3,-25.9,3,"Individual words","l, Individual words",-1.01062215477997,0,1,2.04097116843703,0.00629999999999997,0.000492914020245559,0.0186499999999998,0.141502276176023,0.0477996965098633,0.1318,0.00563582089552241
"q'_al^i_","F30","3",-0.1466,0,0.1443,0.2902,"a","l","^i","F30_ind_wrd__carr_phr",188,30,375,32,328,32,1922,-5,3141,-0.2,"l",68.4687,64.1228,66.4136,65.2748,67.2657,69.5574,65.8612,2,-35,2,"Individual words","l, Individual words",-1.01593901593902,0,1,2.01108801108801,0.00629999999999953,0.000334462123835718,0.12725,0.881843381843381,0.0436590436590403,0.1443,0.00563582089552241
"q'_^ali_","F30","Carrier phrase",-0.0852000000000004,0,0.1109,0.1911,"^a","l","i","F30_ind_wrd__carr_phr",188,26,375,28,328,28,1875,-3,2719,-8,"l",66.0027,60.957,66.3884,63.2351,64.547,69.9749,64.8467,2,-29,2,"Carrier phrase","l, Carrier phrase",-0.768259693417497,0,1,1.72317403065825,0.00670000000000037,0.000245043370587759,0.0200499999999995,0.180793507664558,0.0604147880973884,0.1109,0.00563582089552241
"lˀ_^ala_","F30","1",-0.151999999999997,0,0.132100000000001,0.285800000000002,"^a","l","a","F30_ind_wrd__carr_phr",188,33,375,37,422,37,984,26,3000,-7,"l",67.6738,69.0431,65.3316,67.0463,73.6075,69.9003,68.7147,4,-7,4,"Individual words","l, Individual words",-1.15064345193033,0,1,2.16351249053747,0.00619999999999976,0.000422967179066999,0.265000000000001,2.00605601816804,0.0469341408024202,0.132100000000001,0.00563582089552241
"lˀ_al^a_","F30","2",-0.1419,0,0.1694,0.325099999999999,"a","l","^a","F30_ind_wrd__carr_phr",188,30,375,34,422,33,938,15,3000,-10,"l",68.2127,67.5544,67.7332,67.64,69.36,69.5412,65.9068,3,-15,4,"Individual words","l, Individual words",-0.837662337662338,0,1,1.91912632821724,0.00580000000000069,0.000412340422227792,-0.0168999999999997,-0.0997638724911437,0.0342384887839475,0.1694,0.00563582089552241
"lˀ_al^a_","F30","3",-0.1313,0,0.130400000000002,0.240500000000001,"a","l","^a","F30_ind_wrd__carr_phr",150,28,300,29,516,31,984,9,3000,-12,"l",68.2882,65.5094,62.9441,64.3348,72.4254,69.8625,70.3907,3,-19,1,"Individual words","l, Individual words",-1.00690184049078,0,1,1.84432515337422,0.0063999999999993,0.000217197751802298,0.2316,1.77607361963188,0.049079754601221,0.130400000000002,0.00563582089552241
"lˀ_al^a_","F30","Carrier phrase",-0.100999999999999,0,0.1187,0.235900000000001,"a","l","^a","F30_ind_wrd__carr_phr",149,29,298,29,516,35,1031,16,2766,-11,"l",67.8878,67.0251,66.994,67.0096,69.6135,69.5834,66.0157,6,-13,0,"Carrier phrase","l, Carrier phrase",-0.850884582982297,0,1,1.98736310025274,0.00619999999999976,0.000136134005790136,-0.0186999999999991,-0.157540016849191,0.0522325189553474,0.1187,0.00563582089552241
"_il^a_","F30","1",-0.1282,0,0.1187,0.2867,"i","l","^a","F30_ind_wrd__carr_phr",188,38,375,36,375,36,1922,0.8,2719,1,"l",69.1467,67.0809,65.8831,66.3791,71.5028,70.3055,66.496,-2,-37.2,-2,"Individual words","l, Individual words",-1.08003369839932,0,1,2.41533277169333,0.00609999999999999,0.000413406897811238,0.269049999999998,2.2666385846672,0.0513900589721986,0.1187,0.00563582089552241
"_il^a_","F30","2",-0.129300000000001,0,0.121499999999997,0.302100000000003,"i","l","^a","F30_ind_wrd__carr_phr",188,35,375,34,375,34,1922,9,2906,4,"l",63.688,65.1718,67.8103,66.7493,67.0237,69.6613,63.939,-1,-26,-1,"Individual words","l, Individual words",-1.06419753086422,0,1,2.4864197530865,0.0106000000000002,0.00109401147668142,-0.120599999999998,-0.992592592592595,0.0872427983539126,0.121499999999997,0.00563582089552241
"_il^a_","F30","3",-0.131699999999995,0,0.116900000000001,0.264800000000001,"i","l","^a","F30_ind_wrd__carr_phr",188,35,375,32,375,32,2016,7,2953,0.1,"l",65.6314,65.5309,64.0207,64.6874,71.6777,70.1734,66.6667,-3,-28,-3,"Individual words","l, Individual words",-1.12660393498712,0,1,2.26518391787852,0.00600000000000023,0.000309129546637916,0.160500000000006,1.37296834901629,0.0513259195893941,0.116900000000001,0.00563582089552241
"_il^a_","F30","Carrier phrase",-0.0649000000000015,0,0.0923999999999978,0.164299999999997,"i","l","^a","F30_ind_wrd__carr_phr",153,29,306,29,328,29,2016,0.9,2859,-7,"l",63.7855,62.5499,63.975,63.1734,68.1476,69.5755,65.1984,0,-28.1,0,"Carrier phrase","l, Carrier phrase",-0.702380952380985,0,1,1.77813852813854,0.00609999999999644,0.000127147275187061,0.122049999999998,1.32088744588746,0.0660173160172791,0.0923999999999978,0.00563582089552241
"r_olˀ^a_l","F30","1",-0.0996000000000024,0,0.111499999999999,0.238599999999998,"o","lˀ","^a","F30_ind_wrd__carr_phr",188,37,375,39,422,39,984,21,3141,-6,"lˀ",69.8497,70.6922,68.9072,69.7416,71.7078,69.9232,64.8344,2,-16,2,"Individual words","lˀ, Individual words",-0.893273542600922,0,1,2.13991031390134,0.00570000000000448,0.000150132216861175,0.23265,2.0865470852018,0.0511210762332243,0.111499999999999,0.00563582089552241
"r_olˀ^a_l","F30","2",-0.0848000000000013,0,0.123699999999999,0.234699999999997,"o","lˀ","^a","F30_ind_wrd__carr_phr",188,32,375,33,375,33,938,15,2906,-11,"lˀ",68.9461,67.3153,69.2584,68.234,68.0239,69.9669,64.9756,1,-17,1,"Individual words","lˀ, Individual words",-0.685529506871477,0,1,1.89733225545673,0.00560000000000116,0.000348568501158697,0.0108999999999995,0.0881164106709742,0.0452708164915213,0.123699999999999,0.00563582089552241
"r_olˀ^a_l","F30","3",-0.0823999999999998,0,0.124200000000002,0.235799999999998,"o","lˀ","^a","F30_ind_wrd__carr_phr",188,32,375,34,375,34,1078,18,3000,-7,"lˀ",68.9482,68.0862,67.0851,67.6128,71.1354,70.1353,67.5277,2,-14,2,"Individual words","lˀ, Individual words",-0.663446054750391,0,1,1.89855072463763,0.00619999999999976,0.000147196014438801,0.229299999999999,1.84621578099835,0.0499194847020907,0.124200000000002,0.00563582089552241
"r_olˀ^a_l","F30","Carrier phrase",-0.0711000000000013,0,0.108200000000004,0.218600000000002,"o","lˀ","^a","F30_ind_wrd__carr_phr",150,29,299,30,516,32,1031,15,3000,-9,"lˀ",64.3439,65.5471,66.9057,66.2333,68.5316,69.8904,65.3276,3,-14,1,"Carrier phrase","lˀ, Carrier phrase",-0.657116451016626,0,1,2.02033271719034,0.00610000000000355,0.000112908046437686,-0.0480499999999964,-0.444085027726384,0.0563770794824708,0.108200000000004,0.00563582089552241
"r_elˀ^a_","F30","1",-0.1357,0,0.109299999999998,0.247999999999998,"e","lˀ","^a","F30_ind_wrd__carr_phr",188,36,375,30,422,32,1828,4,3047,5,"lˀ",70.7254,66.7815,67.1418,66.983,69.5514,69.9165,66.8412,-4,-32,-6,"Individual words","lˀ, Individual words",-1.2415370539799,0,1,2.26898444647761,0.00600000000000023,0.000354755601038337,0.236599999999996,2.16468435498629,0.0548947849954288,0.109299999999998,0.00563582089552241
"r_elˀ^a_","F30","2",-0.1081,0,0.112200000000001,0.266100000000002,"e","lˀ","^a","F30_ind_wrd__carr_phr",188,31,375,28,375,28,1828,-7,2766,-4,"lˀ",70.1665,63.0834,68.8098,66.3956,63.9974,69.729,64.5857,-3,-38,-3,"Individual words","lˀ, Individual words",-0.963458110516925,0,1,2.37165775401068,0.00580000000000069,0.000351237213160506,0.0100999999999978,0.090017825311922,0.0516934046345866,0.112200000000001,0.00563582089552241
"r_elˀ^a_","F30","3",-0.107500000000002,0,0.0937999999999946,0.177999999999997,"e","lˀ","^a","F30_ind_wrd__carr_phr",188,30,375,30,328,30,1922,-4,2812,-8,"lˀ",68.8544,63.4585,65.0531,64.2132,68.7856,70.3823,69.1602,0,-34,0,"Individual words","lˀ, Individual words",-1.1460554371003,0,1,1.89765458422183,0.00649999999999551,0.000299304749934489,0.0132499999999958,0.141257995735571,0.0692963752664807,0.0937999999999946,0.00563582089552241
"r_elˀ^a_","F30","Carrier phrase",-0.0838999999999999,0,0.0792999999999964,0.174199999999999,"e","lˀ","^a","F30_ind_wrd__carr_phr",183,30,366,30,328,32,1781,-0.6,2859,-1,"lˀ",69.0417,63.5512,66.9488,65.4015,66.7899,70.1994,66.4527,2,-30.6,0,"Carrier phrase","lˀ, Carrier phrase",-1.05800756620433,0,1,2.1967213114755,0.00619999999999976,0.000177172411579736,0.00689999999999813,0.0870113493064117,0.0781841109709968,0.0792999999999964,0.00563582089552241
"b_elˀo_r^a","F30","1",-0.120199999999997,0,0.108600000000003,0.237200000000001,"e","lˀ","o","F30_ind_wrd__carr_phr",188,38,375,42,375,42,1734,8,2859,7,"lˀ",70.3992,68.928,69.9876,69.5026,68.8352,69.8965,64.515,4,-30,4,"Individual words","lˀ, Individual words",-1.1068139963167,0,1,2.18416206261506,0.00590000000000401,0.000216783696810669,0.0179500000000026,0.165285451197073,0.0543278084714905,0.108600000000003,0.00563582089552241
"b_elˀo_r^a","F30","2",-0.108899999999998,0,0.1004,0.201300000000003,"e","lˀ","o","F30_ind_wrd__carr_phr",188,32,375,34,328,34,1922,0.9,2906,-4,"lˀ",68.9978,62.9064,69.2915,66.1084,63.7303,70.1131,65.8168,2,-31.1,2,"Individual words","lˀ, Individual words",-1.08466135458165,0,1,2.0049800796813,0.0063999999999993,0.000203476282162424,0.00589999999999691,0.0587649402390127,0.0637450199203114,0.1004,0.00563582089552241
"b_elˀo_r^a","F30","3",-0.0889000000000024,0,0.0833999999999975,0.147100000000002,"e","lˀ","o","F30_ind_wrd__carr_phr",153,29,305,33,328,33,1688,4,2719,-5,"lˀ",68.101,63.8495,69.6241,66.3502,64.0186,69.7885,64.7262,4,-25,4,"Individual words","lˀ, Individual words",-1.0659472422063,0,1,1.76378896882501,0.00649999999999551,0.00022847260250163,-0.0711499999999994,-0.853117505995222,0.0779376498800444,0.0833999999999975,0.00563582089552241
"b_elˀo_r^a","F30","Carrier phrase",-0.0728999999999971,0,0.0634000000000015,0.1325,"e","lˀ","o","F30_ind_wrd__carr_phr",145,26,291,28,328,30,1641,-2,2625,-5,"lˀ",67.1078,63.5718,67.4096,65.5737,66.4851,70.3229,65.164,4,-28,2,"Carrier phrase","lˀ, Carrier phrase",-1.1498422712933,0,1,2.08990536277598,0.00649999999999551,0.000150252313045931,0.00595000000000212,0.0938485804416717,0.102523659305921,0.0634000000000015,0.00563582089552241
"_il^a_","F45","1",-0.0968,0,0.1464,0.3468,"i","l","^a","F45_ind_wrd__carr_phr",188,37,375,38,375,38,2016,12,3234,18,"l",68.6676,68.0146,67.5684,67.7567,70.4006,69.9535,66.1883,1,-25,1,"Individual words","l, Individual words",-0.66120218579235,0,1,2.3688524590164,0.00660000000000016,0.00045976387545928,0.2116,1.44535519125683,0.0450819672131159,0.1464,0.00620051457975982
"_il^a_","F45","2",-0.0780000000000003,0,0.1517,0.3191,"i","l","^a","F45_ind_wrd__carr_phr",188,39,375,40,328,41,2062,11,3094,14,"l",69.4035,69.0307,66.1723,67.5308,72.8337,69.9767,68.3585,2,-28,1,"Individual words","l, Individual words",-0.514172709294663,0,1,2.10349373764008,0.00770000000000026,0.000718040181885912,0.29095,1.9179301252472,0.0507580751483208,0.1517,0.00620051457975982
"_il^a_","F45","3",-0.1125,0,0.117999999999999,0.2649,"i","l","^a","F45_ind_wrd__carr_phr",181,36,363,41,328,41,1969,12,3281,20,"l",70.3441,69.9673,66.5358,68.0641,73.1577,69.7309,66.5283,5,-24,5,"Individual words","l, Individual words",-0.953389830508478,0,1,2.2449152542373,0.00760000000000005,0.000680326841693611,0.2046,1.73389830508475,0.0644067796610177,0.117999999999999,0.00620051457975982
"_il^a_","F45","Carrier phrase",-0.0714000000000006,0,0.0988999999999995,0.2057,"i","l","^a","F45_ind_wrd__carr_phr",149,32,298,38,328,41,1922,15,3094,10,"l",71.1382,70.4544,68.321,69.3463,72.4709,70.3377,66.0253,9,-17,6,"Carrier phrase","l, Carrier phrase",-0.721941354903953,0,1,2.07987866531852,0.00729999999999986,0.000289613482062323,-0.0635499999999998,-0.642568250758342,0.0738119312436794,0.0988999999999995,0.00620051457975982
"r_olˀ^a_l","F45","1",-0.0907,0,0.1243,0.222199999999999,"o","lˀ","^a","F45_ind_wrd__carr_phr",60,3,119,13,422,21,1219,12,3234,8,"lˀ",69.3883,65.3533,67.8687,66.462,67.228,69.7429,65.5933,18,9,10,"Individual words","lˀ, Individual words",-0.72968624296058,0,1,1.78761061946902,0.0172000000000008,0.00255683700280977,0.0766999999999998,0.617055510860819,0.138374899436853,0.1243,0.00620051457975982
"r_olˀ^a_l","F45","2",-0.0915999999999997,0,0.141399999999999,0.2544,"o","lˀ","^a","F45_ind_wrd__carr_phr",47,-0.8,94,5,328,25,1172,12,3188,-10,"lˀ",69.9227,63.9704,67.8925,65.7125,66.483,70.4017,66.82,25.8,12.8,5.8,"Individual words","lˀ, Individual words",-0.64780763790665,0,1,1.79915134370581,0.0210000000000008,0.0031892098389982,0.077,0.544554455445548,0.148514851485155,0.141399999999999,0.00620051457975982
